participantId,trialNumber,conditionId,conditionLabel,values,markedA,markedB,trueValueA,trueValueB,truePercentage,response,rawError,log2Error,reactionTimeMs,timestamp,
Jared Sangil,18,gradient,Bar Chart (Gradient),13;9;5;99;64,1,2,9,5,56,66,10,3.33985,73974,2026-02-19T23:25:45.828Z,
Jared Sangil,19,multicolor,Bar Chart (Multi-Color),33;47;84;72;75,1,2,47,84,56,50,6,2.61470984,6025,2026-02-19T23:25:51.857Z,
Jared Sangil,20,gradient,Bar Chart (Gradient),59;7;64;70;32,1,2,7,64,11,14,3,1.64385619,7964,2026-02-19T23:25:59.822Z,
Jared Sangil,21,gradient,Bar Chart (Gradient),45;53;79;91;21,1,2,53,79,67,66,1,0.169925,4685,2026-02-19T23:26:04.509Z,
Jared Sangil,22,multicolor,Bar Chart (Multi-Color),11;74;46;65;34,1,2,74,46,62,60,2,1.08746284,10677,2026-02-19T23:26:15.187Z,
Jared Sangil,23,multicolor,Bar Chart (Multi-Color),29;78;89;28;24,1,2,78,89,88,90,2,1.08746284,8694,2026-02-19T23:26:23.883Z,
Jared Sangil,24,bw,Bar Chart (B&W),30;27;56;63;77,1,2,27,56,48,50,2,1.08746284,4876,2026-02-19T23:26:28.763Z,
Jared Sangil,25,multicolor,Bar Chart (Multi-Color),88;51;99;49;85,1,2,51,99,52,50,2,1.08746284,2150,2026-02-19T23:26:30.914Z,
Jared Sangil,26,multicolor,Bar Chart (Multi-Color),25;40;35;26;8,1,2,40,35,88,90,2,1.08746284,2739,2026-02-19T23:26:33.656Z,
Jared Sangil,27,gradient,Bar Chart (Gradient),76;62;82;56;51,1,2,62,82,76,80,4,2.04439412,11812,2026-02-19T23:26:45.470Z,
Jared Sangil,28,multicolor,Bar Chart (Multi-Color),33;92;84;54;65,1,2,92,84,91,90,1,0.169925,4129,2026-02-19T23:26:49.601Z,
Jared Sangil,29,bw,Bar Chart (B&W),41;56;28;16;62,1,2,56,28,50,30,20,4.33091688,5540,2026-02-19T23:26:55.143Z,
Jared Sangil,30,multicolor,Bar Chart (Multi-Color),5;37;58;93;92,1,2,37,58,64,55,9,3.18982456,14527,2026-02-19T23:27:09.672Z,
Jared Sangil,31,gradient,Bar Chart (Gradient),3;14;94;79;74,1,2,14,94,15,10,5,2.357552,4378,2026-02-19T23:27:14.052Z,
Jared Sangil,32,gradient,Bar Chart (Gradient),4;23;86;27;22,1,2,23,86,27,25,2,1.08746284,3989,2026-02-19T23:27:18.043Z,
Jared Sangil,33,bw,Bar Chart (B&W),34;52;42;8;98,1,2,52,42,81,80,1,0.169925,8727,2026-02-19T23:27:26.771Z,
Jared Sangil,34,gradient,Bar Chart (Gradient),21;6;51;97;64,1,2,6,51,12,33,21,4.40087944,12118,2026-02-19T23:27:38.891Z,
Jared Sangil,35,gradient,Bar Chart (Gradient),27;90;51;60;81,1,2,90,51,57,60,3,1.64385619,3918,2026-02-19T23:27:42.811Z,
Jared Sangil,36,gradient,Bar Chart (Gradient),53;83;56;86;66,1,2,83,56,67,66,1,0.169925,5157,2026-02-19T23:27:47.972Z,
Jared Sangil,37,bw,Bar Chart (B&W),49;15;68;92;44,1,2,15,68,22,25,3,1.64385619,8666,2026-02-19T23:27:56.639Z,
Jared Sangil,38,bw,Bar Chart (B&W),14;86;43;90;30,1,2,86,43,50,50,0,0,2414,2026-02-19T23:27:59.056Z,
Jared Sangil,39,bw,Bar Chart (B&W),98;5;22;69;12,1,2,5,22,23,4,19,4.25738784,10417,2026-02-19T23:28:09.475Z,
Jared Sangil,40,gradient,Bar Chart (Gradient),7;6;13;88;44,1,2,6,13,46,50,4,2.04439412,5331,2026-02-19T23:28:14.809Z,
Jared Sangil,41,multicolor,Bar Chart (Multi-Color),38;10;53;19;95,1,2,10,53,19,20,1,0.169925,3763,2026-02-19T23:28:18.574Z,
Jared Sangil,42,bw,Bar Chart (B&W),77;91;53;3;71,1,2,91,53,58,55,3,1.64385619,16236,2026-02-19T23:28:34.811Z,
Jared Sangil,43,multicolor,Bar Chart (Multi-Color),8;11;75;40;25,1,2,11,75,15,20,5,2.357552,4386,2026-02-19T23:28:39.198Z,
Jared Sangil,44,bw,Bar Chart (B&W),75;49;18;42;62,1,2,49,18,37,33,4,2.04439412,2229,2026-02-19T23:28:41.429Z,
Jared Sangil,45,gradient,Bar Chart (Gradient),9;35;74;84;71,1,2,35,74,47,50,3,1.64385619,2832,2026-02-19T23:28:44.263Z,
Jared Sangil,46,multicolor,Bar Chart (Multi-Color),88;64;92;5;81,1,2,64,92,70,66,4,2.04439412,2663,2026-02-19T23:28:46.928Z,
Jared Sangil,47,gradient,Bar Chart (Gradient),20;90;78;15;19,1,2,90,78,87,80,7,2.83289001,2581,2026-02-19T23:28:49.512Z,
Jared Sangil,48,multicolor,Bar Chart (Multi-Color),6;91;43;87;31,1,2,91,43,47,50,3,1.64385619,4188,2026-02-19T23:28:53.702Z,
Jared Sangil,49,gradient,Bar Chart (Gradient),79;72;88;84;20,1,2,72,88,82,90,8,3.02236781,2926,2026-02-19T23:28:56.630Z,
Jared Sangil,50,gradient,Bar Chart (Gradient),2;34;58;76;35,1,2,34,58,59,60,1,0.169925,3399,2026-02-19T23:29:00.031Z,
Jared Sangil,51,bw,Bar Chart (B&W),82;2;8;51;48,1,2,2,8,25,35,10,3.33985,3319,2026-02-19T23:29:03.352Z,
Jared Sangil,52,gradient,Bar Chart (Gradient),62;5;44;23;10,1,2,5,44,11,15,4,2.04439412,17239,2026-02-19T23:29:20.593Z,
Jared Sangil,53,bw,Bar Chart (B&W),15;82;21;11;72,1,2,82,21,26,20,6,2.61470984,4093,2026-02-19T23:29:24.688Z,
Jared Sangil,54,multicolor,Bar Chart (Multi-Color),69;44;82;33;83,1,2,44,82,54,50,4,2.04439412,5693,2026-02-19T23:29:30.383Z,
Jared Sangil,55,bw,Bar Chart (B&W),12;66;19;5;31,1,2,66,19,29,33,4,2.04439412,2536,2026-02-19T23:29:32.921Z,
Jared Sangil,56,gradient,Bar Chart (Gradient),98;61;97;20;49,1,2,61,97,63,60,3,1.64385619,4322,2026-02-19T23:29:37.245Z,
Jared Sangil,57,bw,Bar Chart (B&W),63;54;8;81;59,1,2,54,8,15,20,5,2.357552,7035,2026-02-19T23:29:44.282Z,
Jared Sangil,58,bw,Bar Chart (B&W),84;18;27;73;5,1,2,18,27,67,67,0,0,4130,2026-02-19T23:29:48.414Z,
Jared Sangil,59,gradient,Bar Chart (Gradient),72;55;36;86;10,1,2,55,36,65,66,1,0.169925,15299,2026-02-19T23:30:03.716Z,
Jared Sangil,60,bw,Bar Chart (B&W),22;47;70;75;49,1,2,47,70,67,66,1,0.169925,6619,2026-02-19T23:30:10.337Z,
